id,created_at,updated_at,nome_estabelecimento,nicho,endereco,bairro,cidade,localizacao,site,contato_nome,numero_contato,numero_decisor,nome_decisor,is_mesmo_contato_decisor,status,follow_up,agente_ia_ativo,humor,resumo_conversa,mensagem_enviada,bloqueado,motivo_bloqueio,data_primeiro_contato,data_ultima_interacao,etapa_funil,remote_jid,whatsapp_message_id
360b7600-7763-47f2-9208-b8c5c2d84573,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Car Centro Automotivo","Oficina mecânica","Av. Cachoeiro de Itapemirim, 191 - Riviera da Barra, Vila Velha - ES, 29126-120, Brasil","Riviera da Barra","Vila Velha",https://www.google.com/maps/search/?api=1&query=Car%20Centro%20Automotivo&query_place_id=ChIJGTPc0HdAuAARMy6UtoJTzLc,,,552730393402,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552730393402@s.whatsapp.net,
3b4e2c37-f20d-4234-9c69-904564422202,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","SLA AUTO SERVICE","Loja de acessórios automotivos","Endereço, Av. Brasil - João Goulart, Vila Velha - ES, 29127-015, Brasil","João Goulart","Vila Velha",https://www.google.com/maps/search/?api=1&query=SLA%20AUTO%20SERVICE&query_place_id=ChIJhQOoUqxBuAARXnZAPy-0n7I,,,5527997854638,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997854638@s.whatsapp.net,
69db5c57-8b64-4729-b907-41b8b588bf04,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Daniel Auto Elétrica","Oficina mecânica","Av. Álvares de Azevedo, 34 - Riviera da Barra, Vila Velha - ES, 29126-070, Brasil","Riviera da Barra","Vila Velha",https://www.google.com/maps/search/?api=1&query=Daniel%20Auto%20El%C3%A9trica&query_place_id=ChIJx1ejcXVAuAARg7iUl7EmhqA,,,5527981146704,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527981146704@s.whatsapp.net,
5fc24bbf-d759-4b6f-97a9-a6a8ae0b9891,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Torneiro Mecanico","Serviços de usinagem automotiva","R. Érico Veríssimo, 436 - Cidade da Barra, Vila Velha - ES, 29124-010, Brasil","Cidade da Barra","Vila Velha",https://www.google.com/maps/search/?api=1&query=Torneiro%20Mecanico&query_place_id=ChIJPTdpw2JBuAAR30MwK6X_r_M,,,5527988428577,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527988428577@s.whatsapp.net,
ea6fd4cf-de20-4801-982b-d83efccfd8e9,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","AUTO CENTER UNIÃO","Mecânica para carros","Rod. do Sol, 1220 - km 15 - Riviera da Barra, Vila Velha - ES, 29126-083, Brasil","Riviera da Barra","Vila Velha",https://www.google.com/maps/search/?api=1&query=AUTO%20CENTER%20UNI%C3%83O&query_place_id=ChIJBVDio-IVuAAROPZd-f4g0Bw,,,5527999829720,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999829720@s.whatsapp.net,
dad249a2-7b2a-409a-8174-896ca20a8fe7,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","MARTELINHO DE OURO","Oficina mecânica","R. Valadares, 861 - Vitória, Vila Velha - ES, 29124-330, Brasil",Vitória,"Vila Velha",https://www.google.com/maps/search/?api=1&query=MARTELINHO%20DE%20OURO&query_place_id=ChIJjQMEEYhBuAARf88Rb5x9tM4,https://youtu.be/U1_SseSsgIs,,5527999202565,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999202565@s.whatsapp.net,
c8655e86-5fac-40dc-9ac2-53825e3f9192,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Rocha Portões Eletrônicos","Fornecedor de portas de garagem","Av. Dr. Dório Silva, 620 - Santa Paula, Vila Velha - ES, 29126-150, Brasil","Santa Paula","Vila Velha",https://www.google.com/maps/search/?api=1&query=Rocha%20Port%C3%B5es%20Eletr%C3%B4nicos&query_place_id=ChIJrczZQ5I_uAARhrDzgcHvgZE,,,5527999330090,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999330090@s.whatsapp.net,
70f9f0e2-a2ca-4da6-8b6c-63239deefe20,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","TYGRA PARK Hospedagem e Lazer","Rancho turístico","Rodovia do Sol ES - 060 - Km 20 - Retiro do Congo, Vila Velha - ES, 29128-303, Brasil","Retiro do Congo","Vila Velha",https://www.google.com/maps/search/?api=1&query=TYGRA%20PARK%20Hospedagem%20e%20Lazer&query_place_id=ChIJQ9lsUANBuAARZ-htrT8OhNM,,,5527997884202,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997884202@s.whatsapp.net,
cf53a443-e51f-41f1-8e45-87eb19578eef,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Vale do Lago - Casa de Campo e Eventos",Pousada,"R. Dep. Nilton Gomes, 2791 - Retiro Congo, Vila Velha - ES, 29128-305, Brasil","Retiro Congo","Vila Velha",https://www.google.com/maps/search/?api=1&query=Vale%20do%20Lago%20-%20Casa%20de%20Campo%20e%20Eventos&query_place_id=ChIJA5w8Q31BuAARAbmwtGOas6g,https://www.valedolagoes.com.br/,,5527988115029,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527988115029@s.whatsapp.net,
111bbd75-70a8-4d9d-aea5-1cba05db5477,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Kothe Transportes e Logística / Vila Velha-ES","Empresa de transporte rodoviário","Avenida Del Mar, N° 465, Interlagos, CEP 29.129-664 - Interlagos, Vila Velha - ES, 29129-664, Brasil",Interlagos,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Kothe%20Transportes%20e%20Log%C3%ADstica%20%2F%20Vila%20Velha-ES&query_place_id=ChIJ08FsrXRBuAAREDVXju8qgao,http://www.kothe.com.br/,,551147090880,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,551147090880@s.whatsapp.net,
895ce21a-3a4e-47d8-939c-191ea87c9ef0,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","CM2 MONTAGENS LTDA","Serviço de manutenção de máquinas","Galpão em frente a CARVEL - R. Ana Merotto Stefanon, 1282 - Jardim Marilandia, Vila Velha - ES, 29111-847, Brasil","Jardim Marilandia","Vila Velha",https://www.google.com/maps/search/?api=1&query=CM2%20MONTAGENS%20LTDA&query_place_id=ChIJH1ERPsI_uAAR1-xrU749Q5g,https://www.cm2montagens.com.br/,,5527992914413,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527992914413@s.whatsapp.net,
3d24c466-9db1-4cb4-b954-9fdd54ffcffc,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Centro Automotivo Ferrari Ltda","Oficina mecânica","R. Colatina, 83 - Jardim da Serra, Serra - ES, 29177-304, Brasil","Jardim da Serra",Serra,https://www.google.com/maps/search/?api=1&query=Centro%20Automotivo%20Ferrari%20Ltda&query_place_id=ChIJbZOtBqmKtwAR3pQPN1L9gzY,,,552732511352,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732511352@s.whatsapp.net,
d96b8d90-37dd-444a-81b2-387f9fe8fe4a,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Malini Auto Center","Mecânica para carros","Rod. Governador Mário Covas, KM 263,5 - São Domingos, Serra - ES, 29177-522, Brasil","São Domingos",Serra,https://www.google.com/maps/search/?api=1&query=Malini%20Auto%20Center&query_place_id=ChIJgex-kVX1twAR_d4lGuC1Q20,,,552732915397,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732915397@s.whatsapp.net,
87b73be3-d84b-4350-9b8a-5b9b3e927b4f,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Centro Automotivo Barreto",Autoelétrico,"R. São Cosme, 10 - São Domingos, Serra - ES, 29177-518, Brasil","São Domingos",Serra,https://www.google.com/maps/search/?api=1&query=Centro%20Automotivo%20Barreto&query_place_id=ChIJEyBqB1X1twAR_pcXoIe5Tvk,,,552732512382,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732512382@s.whatsapp.net,
3ac44caf-7106-42bd-8df3-e51894eb388e,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Auto Serra Centro Automotivo","Oficina mecânica","R. Elesbão Alexandre Miranda, 601 - Nossa Sra. da Conceição, Serra - ES, 29176-526, Brasil","Nossa Senhora da Conceição",Serra,https://www.google.com/maps/search/?api=1&query=Auto%20Serra%20Centro%20Automotivo&query_place_id=ChIJMdWnwqmKtwARwXUXRP_bn8g,http://autoserraacentroau.wixsite.com/centroautomotivo,,552730951001,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552730951001@s.whatsapp.net,
812b6a79-d13b-4a26-aeeb-396a38633ab2,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","SERRACAR - Centro de Reparação Automotiva","Oficina mecânica","Av. Jacarandá, 70 - Centro da Serra, Serra - ES, 29179-253, Brasil","Centro da Serra",Serra,https://www.google.com/maps/search/?api=1&query=SERRACAR%20-%20Centro%20de%20Repara%C3%A7%C3%A3o%20Automotiva&query_place_id=ChIJDV9wt0T1twARr7UIKqGPC8A,https://www.instagram.com/serracar1/,,5527999820361,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999820361@s.whatsapp.net,
be27c975-fea6-435b-8de5-f3302d237bff,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","ALENCAR Mecânica Automotiva","Oficina mecânica","Av. Contôrno, 329 - Jardim Bela Vista, Serra - ES, 29177-375, Brasil","Jardim Bela Vista",Serra,https://www.google.com/maps/search/?api=1&query=ALENCAR%20Mec%C3%A2nica%20Automotiva&query_place_id=ChIJdWjlTwD1twARQptKCMAy7nQ,,,5527998717369,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527998717369@s.whatsapp.net,
8f5b2b1c-1422-422a-899f-ab1dc5a35e89,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Vervloet reparação automotiva","Oficina mecânica","BR-101, KM 257 - Caçaroca, Serra - ES, 29176-424, Brasil",Caçaroca,Serra,https://www.google.com/maps/search/?api=1&query=Vervloet%20repara%C3%A7%C3%A3o%20automotiva&query_place_id=ChIJj7CpKMofuAARk0OuMSI08ss,https://www.instagram.com/vervloetreparacaoautomotiva?igsh=MXhvZDNydnh4eTNndQ==,,5527988178293,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527988178293@s.whatsapp.net,
326422ab-7170-4b75-9910-a610d0f7addb,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","R2 Centro Automotivo/Serra sede","Oficina mecânica","R. São Domingos - São Domingos, Serra - ES, 29177-520, Brasil","São Domingos",Serra,https://www.google.com/maps/search/?api=1&query=R2%20Centro%20Automotivo%2FSerra%20sede&query_place_id=ChIJL8q2owv1twARyhGTsQmnCsg,,,5527997632538,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997632538@s.whatsapp.net,
776b5b11-ce38-4b8f-8989-a5dfe6dbb185,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Gran Torino Auto Eletrica","Oficina mecânica","R. das Azaléias, 29 - Cascata, Serra - ES, 29177-178, Brasil",Cascata,Serra,https://www.google.com/maps/search/?api=1&query=Gran%20Torino%20Auto%20Eletrica&query_place_id=ChIJSc3EcRsguAAR7IOADeYgniY,,,5527998270081,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527998270081@s.whatsapp.net,
cd2baf49-3276-4b40-b80c-14b5a7a1a2fb,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Eletromecânica Márcio Manthay","Mecânica para carros","R. Santa Teresa, 248 - Jardim da Serra, Serra - ES, 29177-270, Brasil","Jardim da Serra",Serra,https://www.google.com/maps/search/?api=1&query=Eletromec%C3%A2nica%20M%C3%A1rcio%20Manthay&query_place_id=ChIJWYp65KiKtwARwQ7PLhtfyl8,,,552732515655,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732515655@s.whatsapp.net,
1fa9960f-6644-481b-be0c-416c330cdc5b,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","TH Centro Automotivo","Oficina mecânica","Estr. de Jardim da Serra - Jardim da Serra, Serra - ES, 29177-285, Brasil","Jardim da Serra",Serra,https://www.google.com/maps/search/?api=1&query=TH%20Centro%20Automotivo&query_place_id=ChIJ99G7Xe2LtwAR2eQOShCY9Vg,,,5527999548269,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999548269@s.whatsapp.net,
80672b57-5812-4c4b-bacc-b6f19fdb5237,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Cazzotti Garage","Serviços de usinagem automotiva","R. Domingos Gomes Almeida, 582 - Belvedere, Serra - ES, 29180-057, Brasil",Belvedere,Serra,https://www.google.com/maps/search/?api=1&query=Cazzotti%20Garage&query_place_id=ChIJGww2Hy-LtwAR9Y_sPGvsWGc,https://www.instagram.com/cazzottigarage?igsh=bnVjc3JzYmJwczN3,,5527997161911,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997161911@s.whatsapp.net,
1c500509-1ea3-43bb-990a-9ba4299b1403,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Centro Automotivo Silva","Oficina mecânica","R. Santa Maria, 304 - Jardim Bela Vista, Serra - ES, 29177-371, Brasil","Jardim Bela Vista",Serra,https://www.google.com/maps/search/?api=1&query=Centro%20Automotivo%20Silva&query_place_id=ChIJ8ca-Qg_1twARsopEK1MrzRA,,,5527998447809,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527998447809@s.whatsapp.net,
0cc51770-ab00-4e19-b708-60ea8d9164aa,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Primus Auto Center","Regulagem automotiva","Av. Jones dos Santos Neves, 246 - Serra Centro, Serra - ES, 29176-281, Brasil","Serra Centro",Serra,https://www.google.com/maps/search/?api=1&query=Primus%20Auto%20Center&query_place_id=ChIJ6V0bI_kfuAARKm1fYsKAffw,https://www.facebook.com/Primus-Auto-Center-481772778553392/,,5527999629140,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999629140@s.whatsapp.net,
680689b2-69a6-4f91-8bc3-e85782e50591,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Mecânica Alves","Serviços de usinagem automotiva","Empresa - R. Doze, 198 - Jardim Bela Vista, Serra - ES, 29177-370, Brasil","Jardim Bela Vista",Serra,https://www.google.com/maps/search/?api=1&query=Mec%C3%A2nica%20Alves&query_place_id=ChIJjdG29pKLtwAR57zrwlbAcCw,,,5527998431599,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527998431599@s.whatsapp.net,
53f1b356-89b3-4497-9544-55007eb1b18c,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Auto Serviço Peixoto","Oficina mecânica","R. Floriano Peixoto, 132 - Serra Centro, Serra - ES, 29176-038, Brasil","Serra Centro",Serra,https://www.google.com/maps/search/?api=1&query=Auto%20Servi%C3%A7o%20Peixoto&query_place_id=ChIJqdkVGwQguAAResEITvtKMWo,,,552732510500,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732510500@s.whatsapp.net,
261e92e4-1134-4655-b01f-a3628753b72e,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Stylo Soluções automotiva","Loja de baterias de carro","R. Princesa Isabel, n 139 - Serra Centro, Serra - ES, 29176-110, Brasil","Serra Centro",Serra,https://www.google.com/maps/search/?api=1&query=Stylo%20Solu%C3%A7%C3%B5es%20automotiva&query_place_id=ChIJX2Sc0zMfuAARUrEWM-24WJo,,,5527997650889,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997650889@s.whatsapp.net,
feaaa4c1-7ddd-4917-8487-5c8d14c93901,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Oficina Modelo - Pintura Automotiva e Lanternagem, Pintura de Motos e Funilaria",Funilaria,"Av. Eucalípto, 128 - Vista da Serra II, Serra - ES, 29176-790, Brasil","Vista da Serra II",Serra,https://www.google.com/maps/search/?api=1&query=Oficina%20Modelo%20-%20Pintura%20Automotiva%20e%20Lanternagem%2C%20Pintura%20de%20Motos%20e%20Funilaria&query_place_id=ChIJyZI3_eUfuAARpqk7FaqbxbI,,,5527999193756,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999193756@s.whatsapp.net,
7a1d73ce-d6de-4dab-b101-6b6f2166be59,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Ruan Lucas Veiculos",Concessionária,"Av. Jones dos Santos Neves, 303 - Caçaroca, Serra - ES, 29176-437, Brasil",Caçaroca,Serra,https://www.google.com/maps/search/?api=1&query=Ruan%20Lucas%20Veiculos&query_place_id=ChIJp1jjdl8fuAARK-7WQaTYUmQ,https://sites.google.com/view/ruanlucasveculos,,5527999265196,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999265196@s.whatsapp.net,
2ea6d57f-bd8b-452e-b811-521227a8a644,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","VK Veículos","Revendedora de carros usados","R. Maj. Pissarra, 152 - Serra Centro, Serra - ES, 29176-020, Brasil","Serra Centro",Serra,https://www.google.com/maps/search/?api=1&query=VK%20Ve%C3%ADculos&query_place_id=ChIJcYNcmigfuAARmbN5jGrC0ok,,,5527996034808,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527996034808@s.whatsapp.net,
07aa99d5-a11a-4c6f-aa87-d871a6962e42,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Estilo veículos",Concessionária,"Rod. Governador Mário Covas, s/n - Jardim da Serra, Serra - ES, 29177-211, Brasil","Jardim da Serra",Serra,https://www.google.com/maps/search/?api=1&query=Estilo%20ve%C3%ADculos&query_place_id=ChIJWz7bmtqLtwARyurqgJBurqQ,,,5527996864355,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527996864355@s.whatsapp.net,
e60abcf0-bb1a-42b3-a4a9-26a4d4a4fe4f,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Dcar Seminovos","Agente comercial de carros","R. Maj. Pissarra, 324 - Serra Centro, Serra - ES, 29176-020, Brasil","Serra Centro",Serra,https://www.google.com/maps/search/?api=1&query=Dcar%20Seminovos&query_place_id=ChIJHW2jZQAhuAARl8OrDJNS_hg,,,5527995005880,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527995005880@s.whatsapp.net,
ddf20b49-305c-46f0-80ba-530e40d46cb4,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Xavier veículos serra","Revendedora de carros usados","R. Floriano Peixoto, 557 - São Judas Tadeu, Serra - ES, 29176-038, Brasil","São Judas Tadeu",Serra,https://www.google.com/maps/search/?api=1&query=Xavier%20ve%C3%ADculos%20serra&query_place_id=ChIJk_yMmiMhuAARPmZFx2xhXeA,,,5527997058191,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997058191@s.whatsapp.net,
54f469ad-e2e1-494e-8cf2-f6f6c7d9dc3c,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","DREAM CAR VEICULOS","Revendedora de carros usados","Av. Jones dos Santos Neves - Caçaroca, Serra - ES, 29176-060, Brasil",Caçaroca,Serra,https://www.google.com/maps/search/?api=1&query=DREAM%20CAR%20VEICULOS&query_place_id=ChIJV7Ol2bMfuAARzoalUtUIOXY,https://www.instagram.com/dreamcarveiculos_,,5527998622586,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527998622586@s.whatsapp.net,
b3590fd7-0953-4605-b0e9-bf4cd0018f75,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Chevrolet CVC Serra","Concessionária Chevrolet","Rod. BR-101 Norte, Km 263 - Taquara I, Serra - ES, 29167-750, Brasil","Taquara I",Serra,https://www.google.com/maps/search/?api=1&query=Chevrolet%20CVC%20Serra&query_place_id=ChIJNR0a1_weuAARoiG-wEeCwFU,https://www.cvcchevroletserra.com.br/?cid=meu_negocio-ddp-317801,,552732989000,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732989000@s.whatsapp.net,
c4d0572d-9d74-444c-a5a9-c21099cccb4b,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Honda Moto Vix Serra Sede",Loja,"R. Rômulo Castelo, 18 - Serra Centro, Serra - ES, 29176-034, Brasil","Serra Centro",Serra,https://www.google.com/maps/search/?api=1&query=Honda%20Moto%20Vix%20Serra%20Sede&query_place_id=ChIJO7iF-5wfuAARatOQe6PTTis,,,552730894093,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552730894093@s.whatsapp.net,
4db3271a-cda8-45b7-abfb-8f09da608b88,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Jazz Veiculos - ES Serra",Concessionária,"Av. Des. Mário da Silva Nunes, 1064 - Jardim Limoeiro, Serra - ES, 29164-044, Brasil","Jardim Limoeiro",Serra,https://www.google.com/maps/search/?api=1&query=Jazz%20Veiculos%20-%20ES%20Serra&query_place_id=ChIJZ3doIkAZuAAROduLO1hrj-Y,https://www.jazzveiculos.com.br/,,552735001880,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552735001880@s.whatsapp.net,
715f534a-3eba-4064-b020-697ca1a93d61,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Cidade do Automóvel",Concessionária,"Av. João Palácio, 120 - loja 24 - Eurico Salles, Serra - ES, 29160-161, Brasil","Eurico Salles",Serra,https://www.google.com/maps/search/?api=1&query=Cidade%20do%20Autom%C3%B3vel&query_place_id=ChIJBUdiROUYuAAR9rSc0_XQNSA,http://www.cidadeautomovel.com.br/,,5527999785799,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999785799@s.whatsapp.net,
f75e4208-914e-479a-b398-9e4e69348d63,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Laranjeiras Auto Shopping","Concessionária de veículos motorizados","Rod. BR-101 Norte, 4703 - Planalto de Carapina, Serra - ES, 29162-703, Brasil","Planalto de Carapina",Serra,https://www.google.com/maps/search/?api=1&query=Laranjeiras%20Auto%20Shopping&query_place_id=ChIJ3a3h4icfuAARsi6wz7Hubyw,https://laranjeirasautoshopping.com.br/,,5551998488218,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5551998488218@s.whatsapp.net,
1a598134-6a29-4c44-a24c-eaf747ee1d7b,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","WG Auto Peças","Loja de autopeças","R. Um, 331 - Jardim Bela Vista, Serra - ES, 29177-415, Brasil","Jardim Bela Vista",Serra,https://www.google.com/maps/search/?api=1&query=WG%20Auto%20Pe%C3%A7as&query_place_id=ChIJWaEcpKuKtwAR91LDyjEauU0,,,5527999023846,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999023846@s.whatsapp.net,
2b4a9ed4-d7d8-4757-9835-75726e21403c,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Roma Veículos",Concessionária,"Av. Des. Mário da Silva Nunes, 645 - São Diogo I, Serra - ES, 29163-245, Brasil","São Diogo I",Serra,https://www.google.com/maps/search/?api=1&query=Roma%20Ve%C3%ADculos&query_place_id=ChIJU4PVT00ZuAARSlAnwUBs-kY,https://romaveiculosvix.com.br/,,5527998135732,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527998135732@s.whatsapp.net,
5f198c2c-3648-441c-ad36-2adb5b7f6373,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Next Car Automóveis | Carros Usados e Seminovos | Planalto de Carapina - Serra ES","Revendedora de carros usados","Rod. Governador Mário Covas, 5.093 - KM 266 - Planalto de Carapina, Serra - ES, 29162-703, Brasil","Planalto de Carapina",Serra,https://www.google.com/maps/search/?api=1&query=Next%20Car%20Autom%C3%B3veis%20%7C%20Carros%20Usados%20e%20Seminovos%20%7C%20Planalto%20de%20Carapina%20-%20Serra%20ES&query_place_id=ChIJ3R7K9baVtwARnoZPPUXpdsk,,,5527993098378,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527993098378@s.whatsapp.net,
bfca741e-7b5e-482d-98a4-e431feb52003,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Praça de Pedágio 04 - Eco101","Cabine de pedágio","Rod. Governador Mário Covas, km 242 - Zona Rural, Serra - ES, 29400-000, Brasil","Zona Rural",Serra,https://www.google.com/maps/search/?api=1&query=Pra%C3%A7a%20de%20Ped%C3%A1gio%2004%20-%20Eco101&query_place_id=ChIJl5ily1uJtwARgCnp76Ao1j8,http://www.eco101.com.br/,,558007701101,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,558007701101@s.whatsapp.net,
e61f133d-806f-47b4-8744-07c9d5533c75,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Vitoriawagen Volkswagen Serra","Concessionária Volkswagen","BR-101, 5030 - Planalto de Carapina, Serra - ES, 29162-703, Brasil","Planalto de Carapina",Serra,https://www.google.com/maps/search/?api=1&query=Vitoriawagen%20Volkswagen%20Serra&query_place_id=ChIJc-NTYCcfuAARcD6zfMGWePM,https://www.vitoriawagen.com.br/serra/contato/fale-conosco,,552732983400,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732983400@s.whatsapp.net,
2d6ccbf3-52af-4e65-8760-86673fc31a1f,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Podium Fiat - Serra","Concessionária da Fiat","Rod. Governador Mário Covas, 2090 - km 269,90 - São Geraldo, Serra - ES, 29163-387, Brasil","São Geraldo",Serra,https://www.google.com/maps/search/?api=1&query=Podium%20Fiat%20-%20Serra&query_place_id=ChIJsbKh0NgYuAARrsNiqHTSbJI,http://www.podiumveiculos.com.br/,,552733488200,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552733488200@s.whatsapp.net,
84a43759-d531-44f6-8d49-858351743e4c,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Eduardo Centro Automotivo","Oficina mecânica","Av. Montanha, 672 - Planalto Serrano Bloco A, Serra - ES, 29178-220, Brasil","Planalto Serrano Bloco A",Serra,https://www.google.com/maps/search/?api=1&query=Eduardo%20Centro%20Automotivo&query_place_id=ChIJPR3f4WYfuAAREBEDRlplfEw,https://www.facebook.com/EduardoCentroAutomotive/,,5527998618234,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527998618234@s.whatsapp.net,
982b9df1-8250-40be-84dd-eff466d4028d,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Pedro Auto Center","Oficina mecânica","Av. Montanha, 760 - Planalto Serrano Bloco A, Serra - ES, 29178-220, Brasil","Planalto Serrano Bloco A",Serra,https://www.google.com/maps/search/?api=1&query=Pedro%20Auto%20Center&query_place_id=ChIJ3-tHQl0fuAAROh3k-8xcJjc,https://www.instagram.com/pedroautocenter/?hl=pt-br,,5527999182455,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999182455@s.whatsapp.net,
